,ship_key,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi,ship_name,ship_type
1468,1468,97B3P,25,2014,324.0,32.0,340034.0,electric,275789801,XIN DA HAI,Bulk carrier
1469,1469,9K6QT,18,2015,323.0,41.0,297120.0,diesel/electric,492453180,STAR ARTEMIS,Bulk carrier
1470,1470,C0LHH,25,2004,330.0,32.0,376152.0,diesel,437756930,STAR EOS,Bulk carrier
1471,1471,WX0QU,21,2009,125.0,19.0,51574.0,electric,778995459,MANITOBA,Gas carrier
1472,1472,ZB702,26,2007,345.0,35.0,323117.0,gasoline,429839709,STH CHIBA,Bulk carrier
1473,1473,FG6XS,19,2007,338.0,36.0,228810.0,electric,733033040,STH OSLO,Bulk carrier
1474,1474,O6QLC,25,2011,325.0,37.0,297071.0,gasoline,363884929,SOPHIANA,Bulk carrier
1475,1475,OKV8J,19,2018,133.0,28.0,69711.0,diesel,341229432,ASTOMOS VENUS,Gas carrier
1476,1476,H4VQO,20,2011,332.0,49.0,253147.0,electric,679478913,INTERLINK AMENITY,Bulk carrier
1477,1477,UW89V,22,2016,336.0,39.0,290300.0,diesel/electric,668246731,NAVIOS SPHERA,Bulk carrier
1478,1478,G03NZ,25,2011,337.0,48.0,257714.0,lng,797801656,INDIAN OCEAN,Bulk carrier
1479,1479,I4CD7,18,2019,331.0,49.0,200761.0,lng,777909586,THEODORE JR,Bulk carrier
1480,1480,RK8KO,23,2011,351.0,46.0,288021.0,gasoline,614631166,PLAINPALAIS,Bulk carrier
1481,1481,5GZ8H,18,2007,121.0,19.0,8189.0,diesel/electric,323898342,NAVIG8 SPICA,Chemical tanker
1482,1482,IMBKE,23,2018,117.0,20.0,12067.0,lng,476637223,STOLT BISMUTH,Chemical tanker
1483,1483,USWXQ,25,2018,105.0,18.0,19899.0,electric,360861463,STOLT MAGNESIUM,Chemical tanker
1484,1484,6SJJL,23,2018,112.0,19.0,27222.0,diesel/electric,372195938,STOLT MERCURY,Chemical tanker
1485,1485,RUM6S,21,2006,223.0,32.0,61083.0,diesel/electric,593270925,ANDAMAN,Oil tanker
1486,1486,5Z6OR,21,2007,215.0,22.0,57604.0,diesel/electric,436850369,KAZAK,Gas carrier
1487,1487,GDZKJ,21,2009,324.0,35.0,244014.0,gasoline,711612166,EKATERINI,Bulk carrier
1488,1488,SG9FK,19,2009,210.0,41.0,123182.0,lng,223396092,MAERSK GENOA,Container ship
1489,1489,IM5LT,22,2019,156.0,42.0,127579.0,diesel,261356902,MAERSK GIBRALTAR,Container ship
1490,1490,9CRD8,18,2005,114.0,17.0,27691.0,electric,597593410,GAIA DESGAGNES,Chemical tanker
1491,1491,GT2XH,24,2018,119.0,15.0,30586.0,diesel/electric,573212674,RAMANDA,Chemical tanker
1492,1492,L8I2M,23,2008,129.0,18.0,9751.0,electric,680223817,THUN VENERN,Chemical tanker
1493,1493,5O898,26,2008,120.0,18.0,29829.0,lng,488210576,FURE VALO,Chemical tanker
1494,1494,6JPX5,24,2006,345.0,32.0,249204.0,diesel,383009247,OCEAN OUTSTANDING,Bulk carrier
1495,1495,FURVC,22,2012,236.0,35.0,76570.0,diesel,599013012,TRF HORTEN,Oil tanker
1496,1496,8OSL5,24,2006,218.0,37.0,62856.0,lng,375334116,SEAODYSSEY,Oil tanker
1497,1497,54IG8,23,2012,232.0,31.0,80819.0,diesel/electric,482851587,SEAENVOY,Oil tanker
1498,1498,R8YSG,26,2009,326.0,49.0,291273.0,diesel/electric,274167618,MARYAM D,Bulk carrier
1499,1499,4WXE6,18,2018,202.0,35.0,127054.0,diesel,386207091,UST LUGA,Oil tanker
1500,1500,1HV81,19,2016,211.0,36.0,107713.0,diesel/electric,325360120,PUROVSKY,Oil tanker
1501,1501,FV9XP,19,2009,109.0,17.0,25180.0,electric,495066606,HIGH CHALLENGE,Chemical tanker
1502,1502,NG00L,20,2005,108.0,16.0,33706.0,lng,267731586,CHEM COBALT,Chemical tanker
1503,1503,CR6GH,26,2018,97.0,20.0,12050.0,gasoline,558668967,CHEM GALLIUM,Chemical tanker
1504,1504,M7E36,22,2007,104.0,19.0,6619.0,diesel/electric,770210344,LAVENDER RAY,Chemical tanker
1505,1505,ISRIV,26,2012,312.0,42.0,176275.0,lng,473676924,ZEA SERVANT,General cargo ship
1506,1506,VXTI9,22,2006,363.0,39.0,173512.0,lng,565159247,BRUCE,General cargo ship
1507,1507,PPDNM,22,2007,344.0,33.0,129847.0,diesel,473919997,ONE BLUE JAY,Container ship
1508,1508,RVMK7,20,2002,163.0,33.0,248420.0,lng,528646896,ONE EAGLE,Container ship
1509,1509,S0OLJ,22,1999,150.0,34.0,110032.0,lng,405052325,ONE CRANE,Container ship
1510,1510,RQM49,20,2014,224.0,48.0,204271.0,gasoline,415037572,ONE HAWK,Container ship
1511,1511,6Q5TW,18,2002,207.0,43.0,134808.0,lng,220717250,ONE FALCON,Container ship
1512,1512,WV3MZ,26,2002,249.0,35.0,181055.0,diesel,405106115,ONE SWAN,Container ship
1513,1513,Z1F6T,22,2011,352.0,32.0,207734.0,lng,617780469,QING PING SHAN,Bulk carrier
1514,1514,6YIDA,18,2007,344.0,42.0,237605.0,electric,661423029,QING YUN SHAN,Bulk carrier
1515,1515,6CLQ1,18,2008,321.0,47.0,215796.0,gasoline,432938504,QING HUA SHAN,Bulk carrier
1516,1516,WMKID,21,2007,351.0,42.0,376420.0,diesel/electric,735111878,QING QUAN SHAN,Bulk carrier
1517,1517,R711G,24,2014,356.0,34.0,286065.0,gasoline,256057522,NORDTIGRIS,Bulk carrier
1518,1518,MZKU3,18,2004,364.0,47.0,330753.0,diesel,734316784,NORDORINOCO,Bulk carrier
1519,1519,2B6NM,21,2008,343.0,44.0,211424.0,diesel/electric,458614891,POLA MONACO,Bulk carrier
1520,1520,9P0XN,26,2018,341.0,47.0,203247.0,lng,432211647,KITE BAY,Bulk carrier
1521,1521,PZHNN,26,2010,219.0,36.0,64655.0,gasoline,665379474,PRIMERO,Oil tanker
1522,1522,KJWUM,24,2017,330.0,34.0,360932.0,lng,366489191,NORDTAJO,Bulk carrier
1523,1523,3I9DD,26,2004,358.0,41.0,304282.0,diesel,293264467,NORDMOSEL,Bulk carrier
1524,1524,IDK4B,22,2011,102.0,15.0,13996.0,electric,301118571,MTM TORTOLA,Chemical tanker
1525,1525,GSA7Z,18,2010,225.0,30.0,112675.0,diesel,354597735,CHASELKA,Oil tanker
1526,1526,WRYGK,23,2018,157.0,21.0,56964.0,lng,795478018,NAVIGATOR NOVA,Gas carrier
1527,1527,LVDX6,21,2003,137.0,36.0,59066.0,diesel,295709323,NAVIGATOR PROMINENCE,Gas carrier
1528,1528,EDH7H,26,2014,343.0,40.0,233907.0,lng,753785820,ULTRA DURBAN,Bulk carrier
1529,1529,BIYKP,22,2018,355.0,32.0,297808.0,lng,387192758,THORCO LOHAS,Bulk carrier
1530,1530,VKP96,26,2007,364.0,43.0,339170.0,lng,453892691,TR PRINCE,Bulk carrier
1531,1531,E25YS,23,2010,326.0,42.0,245595.0,electric,527999297,HEDWIG OLDENDORFF,Bulk carrier
1532,1532,VVZQ1,21,2009,298.0,41.0,30710.0,diesel/electric,334096969,CASTILLO DE MERIDA,LNG carrier
1533,1533,VYSB6,25,2002,261.0,42.0,45333.0,lng,649297692,CASTILLO DE CALDELAS,LNG carrier
1534,1534,ONM2Y,26,2019,205.0,32.0,74697.0,gasoline,499990544,DIAMONDWAY,Oil tanker
1535,1535,MF3MR,25,2006,240.0,30.0,123006.0,electric,421539905,GOLDWAY,Oil tanker
1536,1536,5MW0S,19,2011,224.0,36.0,128630.0,lng,399523438,SILVERWAY,Oil tanker
1537,1537,SH2V4,22,2018,134.0,30.0,8930.0,electric,609407362,RONG AN CHENG,Other ship types
1538,1538,KQ3BV,22,2004,79.0,26.0,14219.0,gasoline,523936147,RUI AN CHENG,Other ship types
1539,1539,08ZTB,19,2015,99.0,23.0,10948.0,diesel,505578511,PING AN CHENG,Other ship types
1540,1540,ROLYK,25,2005,114.0,29.0,16477.0,diesel/electric,371636443,GUANG AN CHENG,Other ship types
1541,1541,0YVLE,24,2019,169.0,30.0,10550.0,electric,520475654,CHANG AN CHENG,Other ship types
1542,1542,TV2CX,18,2014,344.0,46.0,338831.0,gasoline,227770147,GOLDEN NIMBUS,Bulk carrier
1543,1543,T2WDV,26,2013,334.0,48.0,243070.0,diesel/electric,630100725,GOLDEN ARCUS,Bulk carrier
1544,1544,DBBXK,25,2007,239.0,36.0,57031.0,electric,778875991,FRONT CRYSTAL,Oil tanker
1545,1545,WT5GV,20,2011,344.0,36.0,318682.0,diesel/electric,516874867,GOLDEN INCUS,Bulk carrier
1546,1546,BKH6U,20,2004,224.0,35.0,51946.0,diesel,656008762,FRONT CORAL,Oil tanker
1547,1547,WF527,20,2006,336.0,32.0,312076.0,lng,406104924,WESTERN MIAMI,Bulk carrier
1548,1548,3EXYE,21,2019,324.0,47.0,261464.0,lng,468138795,HAMBURG WAY,Bulk carrier
1549,1549,E2K1L,21,2011,352.0,49.0,391673.0,gasoline,389912503,NEW ORLEANS,Bulk carrier
1550,1550,W91VI,20,2008,359.0,36.0,240027.0,lng,490856264,CHOW,Bulk carrier
1551,1551,Y3DCZ,18,2014,283.0,37.0,242897.0,diesel,566351387,MIMMI SCHULTE,Container ship
1552,1552,F1M73,19,2001,327.0,41.0,272454.0,diesel,568536219,MANDALAY,Container ship
1553,1553,E8QIA,24,2010,361.0,32.0,286269.0,diesel,249132305,SHANGHAI EAGLE,Bulk carrier
1554,1554,GVZRV,26,2014,321.0,49.0,396760.0,gasoline,639927382,HONG KONG EAGLE,Bulk carrier
1555,1555,P07V8,21,2016,125.0,16.0,16002.0,gasoline,704685875,ORIENTAL SAKURA,Chemical tanker
1556,1556,L7HEE,20,2015,90.0,18.0,19911.0,diesel/electric,456085483,CHEMICAL CHALLENGER,Chemical tanker
1557,1557,X7Z9R,19,2006,107.0,18.0,5360.0,diesel/electric,241395299,ORIENTAL JASMINE,Chemical tanker
1558,1558,LJ6YQ,18,2005,103.0,19.0,14564.0,lng,666568076,BRILLANTE,Chemical tanker
1559,1559,STU9C,25,2004,125.0,17.0,8600.0,diesel,378959619,CONCERTO,Chemical tanker
1560,1560,SXRFB,21,2008,107.0,18.0,5831.0,diesel/electric,399821450,BOCHEM LONDON,Chemical tanker
1561,1561,LNL0V,20,2003,213.0,30.0,67769.0,lng,363913368,GASCHEM ORCA,Gas carrier
1562,1562,KKLPB,26,2012,204.0,29.0,55648.0,diesel/electric,242333754,GASCHEM BELUGA,Gas carrier
1563,1563,TV4L1,24,2012,332.0,36.0,272334.0,diesel,496339948,RB ARIANA,Bulk carrier
1564,1564,B75ZK,25,2019,266.0,38.0,7988.0,lng,731811668,GASLOG GENOA,LNG carrier
1565,1565,KC3WK,21,2009,335.0,34.0,300560.0,diesel/electric,419249246,BELPAREIL,Bulk carrier
1566,1566,70MWZ,22,2018,359.0,39.0,389103.0,electric,784101763,BELMONT,Bulk carrier
1567,1567,05NNK,21,1997,121.0,29.0,51266.0,diesel,337025797,AFRICA GAS,Gas carrier
1568,1568,A4DMS,25,2018,351.0,32.0,377141.0,lng,784643942,CAPTAIN D,Bulk carrier
1569,1569,D8F75,24,2005,324.0,33.0,350930.0,electric,710059730,TIZIANA,Bulk carrier
1570,1570,X4S0S,21,2019,225.0,24.0,56959.0,diesel,524801117,GASCHEM DOLLART,Gas carrier
1571,1571,J5JXK,20,2004,118.0,18.0,13028.0,gasoline,219940221,STOLT CALLUNA,Chemical tanker
1572,1572,7CPT0,18,2016,100.0,18.0,9123.0,lng,541975514,STOLT EBONY,Chemical tanker
1573,1573,8FEGZ,25,2004,129.0,33.0,62521.0,lng,239580377,EMILIUS,Gas carrier
1574,1574,JQQW6,20,2010,215.0,20.0,59989.0,diesel/electric,311429483,JS INEOS INNOVATION,Gas carrier
1575,1575,QKUIZ,20,2009,325.0,39.0,251052.0,lng,718422090,TIGER LILY,Bulk carrier
1576,1576,2KX1S,19,2014,364.0,39.0,211392.0,gasoline,783212287,VIBEKE IRIS,Bulk carrier
1577,1577,KHJDA,25,2010,224.0,36.0,126081.0,diesel,368618877,AEGEAN MARATHON,Oil tanker
1578,1578,9GKOG,24,2004,225.0,30.0,117527.0,gasoline,369347310,AEGEAN UNITY,Oil tanker
1579,1579,UTWWU,19,2014,230.0,33.0,58360.0,gasoline,500946712,OLYMPIC FRIENDSHIP,Oil tanker
1580,1580,89TU8,19,2009,215.0,32.0,78408.0,diesel,644004504,OLYMPIC FIGHTER,Oil tanker
1581,1581,O0LZD,25,2011,338.0,38.0,110346.0,diesel/electric,672440350,CMA CGM PREGOLIA,Container ship
1582,1582,N0ITU,25,2011,219.0,24.0,50912.0,diesel/electric,514827225,ARCTIC GAS,Gas carrier
1583,1583,25UCH,24,2012,203.0,25.0,67660.0,diesel,512292791,PACIFIC GAS,Gas carrier
1584,1584,9HPQL,19,2008,203.0,32.0,56181.0,lng,211355500,BERING GAS,Gas carrier
1585,1585,EFZ3L,18,2019,268.0,40.0,211269.0,electric,305585559,CMA CGM NEVA,Container ship
1586,1586,WV9DE,20,2016,344.0,41.0,179294.0,diesel/electric,576165091,CMA CGM LOUGA,Container ship
1587,1587,GVNNK,21,2003,304.0,38.0,176938.0,gasoline,719978112,MSC ROMANE,Container ship
1588,1588,YT83O,18,2010,224.0,32.0,60430.0,diesel,485586721,FRONT ANTARES,Oil tanker
1589,1589,02SP0,21,2011,130.0,16.0,20526.0,electric,465011073,FAIRCHEM CUTLASS,Chemical tanker
1590,1590,2XJTD,21,2015,122.0,20.0,7272.0,gasoline,518642441,SC PETREL,Chemical tanker
1591,1591,5C9HS,18,2011,130.0,20.0,26614.0,diesel,355483314,SC MERCURY,Chemical tanker
1592,1592,FX1UT,22,2015,107.0,18.0,30298.0,electric,402530871,SC FALCON,Chemical tanker
1593,1593,UKY3M,18,2005,94.0,18.0,31657.0,gasoline,375675175,ZIRCON,Chemical tanker
1594,1594,JNYT5,25,2011,92.0,16.0,15306.0,diesel,532868841,ELANDRA SPRUCE,Chemical tanker
1595,1595,POIXI,21,2007,227.0,31.0,120247.0,diesel,530708056,LARGO SUN,Oil tanker
1596,1596,LXHCD,18,2015,107.0,16.0,12561.0,lng,504604661,ELANDRA PALM,Chemical tanker
1597,1597,IYJ8P,25,2017,230.0,31.0,88826.0,diesel,410749388,MILOS,Oil tanker
1598,1598,PEP29,19,2005,224.0,37.0,84579.0,diesel,786006748,POLIEGOS,Oil tanker
1599,1599,VF6HO,22,2009,134.0,29.0,66627.0,gasoline,545023434,ECO ARCTIC,Gas carrier
1600,1600,2WZ98,24,2017,328.0,45.0,269906.0,diesel/electric,364557243,BULK HOLLAND,Bulk carrier
1601,1601,QLXM9,19,2018,344.0,48.0,212946.0,diesel,523051009,NORD GEMINI,Bulk carrier
1602,1602,XKJ81,23,2005,349.0,40.0,224497.0,diesel/electric,401896372,AFROS,Bulk carrier
1603,1603,77SBJ,24,2015,325.0,35.0,315154.0,gasoline,536637413,HILMA BULKER,Bulk carrier
1604,1604,F4ZYO,19,2019,362.0,36.0,399897.0,diesel/electric,597746511,HELGA BULKER,Bulk carrier
1605,1605,07TED,23,2014,236.0,33.0,114066.0,electric,275738396,LIAN XI HU,Oil tanker
1606,1606,XW7S1,21,2016,103.0,19.0,19287.0,gasoline,687714790,NORD OCEANIA,Chemical tanker
1607,1607,A8W3B,25,2007,115.0,15.0,7549.0,lng,368253264,NORD OLYMPIA,Chemical tanker
1608,1608,ZBYN6,23,2015,351.0,48.0,257949.0,lng,473918544,WOODY,Bulk carrier
1609,1609,F7A75,25,2006,365.0,32.0,215280.0,lng,565417057,HAMBURG PEARL,Bulk carrier
1610,1610,N95JZ,25,2003,107.0,16.0,27448.0,lng,480722542,PTI NILE,Chemical tanker
1611,1611,DHCMF,21,2017,121.0,19.0,19731.0,diesel,524123996,PTI DANUBE,Chemical tanker
1612,1612,78B2W,23,2010,340.0,41.0,226893.0,diesel/electric,410922465,IONIC UNICORN,Bulk carrier
1613,1613,G9HFL,23,2014,351.0,45.0,319234.0,diesel/electric,713567949,FENG XIU HAI,Bulk carrier
1614,1614,W7D5Z,21,2006,343.0,49.0,304703.0,diesel,444227987,FENG MAO HAI,Bulk carrier
1615,1615,4TXJO,19,2011,350.0,45.0,307108.0,diesel,559200667,FENG HE HAI,Bulk carrier
1616,1616,B0Z1J,21,2015,341.0,33.0,283359.0,gasoline,757193930,FENG LI HAI,Bulk carrier
1617,1617,GFOFA,26,2017,344.0,48.0,247497.0,lng,585501652,JING JIN HAI,Bulk carrier
1618,1618,1QMQ6,22,2018,352.0,45.0,246462.0,lng,238365274,JING LU HAI,Bulk carrier
1619,1619,4Q16Q,21,2010,323.0,35.0,286263.0,diesel/electric,684255586,CAPRICORN SIGMA,Bulk carrier
1620,1620,V5HFR,23,2008,103.0,18.0,13141.0,gasoline,522732576,TERN SEA,Chemical tanker
1621,1621,ML5CH,19,2013,108.0,16.0,30831.0,diesel,496911178,TERN OCEAN,Chemical tanker
1622,1622,MERZC,24,2005,109.0,19.0,15895.0,diesel/electric,405152214,PALANCA CADIZ,Chemical tanker
1623,1623,2ACUV,19,2016,322.0,44.0,226049.0,diesel/electric,542167817,CRIMSON KINGDOM,Bulk carrier
1624,1624,HHA6S,24,2019,361.0,44.0,364375.0,gasoline,736406719,MG HAMMOND,Bulk carrier
1625,1625,7DDC3,22,2007,352.0,42.0,270386.0,diesel/electric,438457612,ULTRA TRUST,Bulk carrier
1626,1626,DH2WP,24,2013,362.0,41.0,282530.0,gasoline,463125942,ULTRA INTEGRITY,Bulk carrier
1627,1627,4KQEQ,23,2016,331.0,37.0,388363.0,lng,655127373,SANTA FRANCESCA,Bulk carrier
1628,1628,RPL78,22,2013,324.0,36.0,288302.0,diesel,387007276,PUMA,Bulk carrier
1629,1629,W66QE,19,2014,346.0,38.0,362389.0,diesel,304446843,PANDA,Bulk carrier
1630,1630,N7X6P,25,2013,157.0,27.0,16624.0,electric,205896448,BROOKLANDS,Vehicle carrier
1631,1631,0XRED,20,2006,165.0,21.0,10427.0,diesel,660192296,DONINGTON,Vehicle carrier
1632,1632,R1474,19,2019,350.0,32.0,399315.0,electric,564188568,SHARP ISLAND,Bulk carrier
1633,1633,AC4XR,19,2013,217.0,37.0,99490.0,lng,252868788,NORDIC STAR,Oil tanker
1634,1634,Q2MVH,21,2007,238.0,37.0,68732.0,gasoline,751721397,NORDIC SPACE,Oil tanker
1635,1635,7QT9L,18,2017,354.0,39.0,334021.0,electric,541198979,SHANDONG FU REN,Bulk carrier
1636,1636,LIW72,22,2015,321.0,40.0,307509.0,lng,428972717,SHANDONG FU ZHI,Bulk carrier
1637,1637,PVRVJ,25,2004,321.0,32.0,215268.0,gasoline,692107785,SHANDONG FU YI,Bulk carrier
1638,1638,2T65L,21,2018,354.0,48.0,329385.0,gasoline,418087045,SHANDONG FU XIN,Bulk carrier
1639,1639,WA2QT,24,2015,251.0,36.0,22192.0,diesel,337240332,GASLOG HONG KONG,LNG carrier
1640,1640,TEXDN,19,2016,342.0,46.0,233344.0,diesel/electric,244845324,STH SYDNEY,Bulk carrier
1641,1641,AW1X6,18,2004,328.0,48.0,276180.0,diesel,489724292,STH TOKYO,Bulk carrier
1642,1642,BGZ8W,22,2004,359.0,48.0,301710.0,diesel,519697077,IONIC PRIDE,Bulk carrier
1643,1643,LWGCD,19,2004,99.0,18.0,11572.0,lng,449832951,ALFRED N,Chemical tanker
1644,1644,VIZYA,18,2019,106.0,19.0,19390.0,diesel/electric,574678939,LOUIS P,Chemical tanker
1645,1645,W7LNJ,20,2018,130.0,15.0,17606.0,diesel,363672742,LINUS P,Chemical tanker
1646,1646,SIICM,23,2019,109.0,20.0,26391.0,diesel/electric,613061441,WILLARD J,Chemical tanker
1647,1647,AJB11,19,2004,111.0,20.0,29426.0,gasoline,431974782,OTTO H,Chemical tanker
1648,1648,20892,23,2019,110.0,17.0,25681.0,lng,434352336,MTM NEW YORK,Chemical tanker
1649,1649,VSI9S,22,2017,209.0,34.0,115547.0,electric,326167793,APACHE,Oil tanker
1650,1650,ONLNI,23,2005,226.0,31.0,99485.0,diesel/electric,716850500,CHEROKEE,Oil tanker
1651,1651,48KNU,20,2005,231.0,37.0,78315.0,electric,624862735,SPEEDWAY,Oil tanker
1652,1652,CZX8J,22,2012,228.0,30.0,110086.0,diesel,242514394,RUNNER,Oil tanker
1653,1653,XTPA1,20,2011,226.0,37.0,64894.0,electric,568646383,DONG-A THETIS,Oil tanker
1654,1654,UKRSS,18,2015,238.0,36.0,104257.0,diesel,788821064,BALLA,Oil tanker
1655,1655,NJO1I,24,2013,146.0,29.0,19349.0,lng,578831217,GLOVIS SUN,Vehicle carrier
1656,1656,5WI8B,24,2001,166.0,23.0,11211.0,gasoline,621085036,GLOVIS STELLA,Vehicle carrier
1657,1657,ZHCF5,25,2010,149.0,30.0,23300.0,electric,377601683,GLOVIS SIRIUS,Vehicle carrier
1658,1658,22D41,24,2002,130.0,22.0,17430.0,lng,479766025,GLOVIS SPRING,Vehicle carrier
1659,1659,4G4NT,20,2017,119.0,15.0,10020.0,diesel,385988864,FAIRCHEM KATANA,Chemical tanker
1660,1660,CNJVQ,19,2010,129.0,16.0,13972.0,electric,786706698,RADIANT RAY,Chemical tanker
1661,1661,09VVU,23,2017,349.0,47.0,213112.0,electric,242757839,BULK ELECTRA,Bulk carrier
1662,1662,LYP4O,25,2018,104.0,19.0,6968.0,diesel/electric,201367847,STAR PLOEG,Chemical tanker
1663,1663,G2HDJ,18,2017,327.0,49.0,332063.0,lng,519414974,CORATO,Bulk carrier
1664,1664,123XP,24,2007,359.0,49.0,237553.0,diesel/electric,640982673,AMADEUS,Bulk carrier
1665,1665,LKSNR,25,2013,321.0,47.0,296223.0,diesel,653375327,SINLAU BULKER,Bulk carrier
1666,1666,OK96P,24,2013,321.0,36.0,255812.0,electric,346902647,FW ADVENTURER,Bulk carrier
1667,1667,AZO55,19,2013,327.0,46.0,227270.0,lng,547518086,VITA KOUAN,Bulk carrier
1668,1668,9G0Y3,25,2019,202.0,36.0,124252.0,gasoline,347406978,DILIGENT WARRIOR,Oil tanker
1669,1669,A0GMB,21,2008,260.0,37.0,31849.0,lng,756884968,PAN ASIA,LNG carrier
1670,1670,3OPN9,18,2006,274.0,43.0,38443.0,electric,238449932,PAN AMERICAS,LNG carrier
1671,1671,O43GV,19,2015,299.0,36.0,29937.0,lng,507419554,PAN EUROPE,LNG carrier
1672,1672,MBWVI,26,2013,344.0,45.0,300828.0,electric,331755833,EVER GRACE,Bulk carrier
1673,1673,G9EWM,25,2006,355.0,47.0,369422.0,lng,602864558,BERGE GROSSGLOCKNER,Bulk carrier
1674,1674,D8217,25,2015,330.0,43.0,229718.0,electric,341764016,BERGE TOUBKAL,Bulk carrier
1675,1675,N4QCN,20,2008,363.0,36.0,253197.0,diesel/electric,571138229,BERGE OLYMPUS,Bulk carrier
1676,1676,VEOWI,22,2006,322.0,40.0,275400.0,electric,363565568,STELLA NORA,Bulk carrier
1677,1677,VIWSO,19,2019,359.0,44.0,361144.0,diesel,768361054,OU MAY,Bulk carrier
1678,1678,GCMC9,18,2004,363.0,35.0,256463.0,lng,489145087,SAVITREE NAREE,Bulk carrier
1679,1679,IT2HK,24,2016,360.0,47.0,346507.0,lng,597435228,JIAN GUO HAI,Bulk carrier
1680,1680,JSYY5,22,2013,353.0,48.0,265936.0,lng,258421467,FU XING HAI,Bulk carrier
1681,1681,PYC6R,20,2010,349.0,37.0,317520.0,electric,421518965,AN DING HAI,Bulk carrier
1682,1682,2UHIE,22,2004,357.0,41.0,339059.0,lng,499844269,DE SHENG HAI,Bulk carrier
1683,1683,MLZCO,23,2008,365.0,47.0,283240.0,diesel,732919263,NING JING HAI,Bulk carrier
1684,1684,ULJHH,22,2005,353.0,37.0,363301.0,diesel,737049725,NING YUE HAI,Bulk carrier
1685,1685,X64KS,24,2017,340.0,46.0,255711.0,lng,535768587,NING TAI HAI,Bulk carrier
1686,1686,VQWE4,20,2018,340.0,36.0,370657.0,gasoline,363873262,LV SONG HAI,Bulk carrier
1687,1687,20D9E,22,2005,327.0,37.0,273804.0,gasoline,357662750,XIU YU HAI,Bulk carrier
1688,1688,Q2OHX,20,2012,129.0,16.0,8235.0,diesel/electric,761964295,TARANAKI SUN,Chemical tanker
1689,1689,06DN7,22,2017,113.0,15.0,30520.0,electric,747484641,BOW CAPRICORN,Chemical tanker
1690,1690,P6R33,20,2006,117.0,16.0,11609.0,diesel,278367374,SC DRACO,Chemical tanker
1691,1691,3WLB7,26,2004,94.0,18.0,10504.0,gasoline,786485647,BOW GEMINI,Chemical tanker
1692,1692,SAPH1,19,2015,113.0,15.0,33561.0,diesel/electric,576950548,BOW HERCULES,Chemical tanker
1693,1693,SEUYH,18,2006,363.0,34.0,253628.0,gasoline,645581376,ARMONIA A,Bulk carrier
1694,1694,EBPGI,26,2009,328.0,46.0,378665.0,diesel/electric,655154471,STELLA TESS,Bulk carrier
1695,1695,16WKN,21,2013,214.0,35.0,92060.0,diesel/electric,340166033,AMARTHEA,Oil tanker
1696,1696,8KVGE,25,2018,220.0,33.0,72487.0,lng,731710988,ALFA ALANDIA,Oil tanker
1697,1697,RI1B9,25,2018,229.0,33.0,80968.0,diesel,502774256,MARAN ARTEMIS,Oil tanker
1698,1698,M9BZ8,26,2004,327.0,38.0,349047.0,lng,759806726,SUMATRA,Bulk carrier
1699,1699,TLT40,25,2017,354.0,33.0,291308.0,electric,366003532,NEWCHANG,Bulk carrier
1700,1700,UPSYK,18,2005,360.0,32.0,224220.0,gasoline,508134081,BERGE GALDHOPIGGEN,Bulk carrier
1701,1701,WI7U1,23,2018,362.0,47.0,373886.0,lng,306745907,NINGHAI,Bulk carrier
1702,1702,UR45G,25,2019,327.0,34.0,206993.0,diesel,774420703,STRATEGIC FORTITUDE,Bulk carrier
1703,1703,APA03,18,2017,222.0,37.0,98649.0,electric,643963229,RELIABLE WARRIOR,Oil tanker
1704,1704,0VDHR,23,2008,116.0,17.0,11042.0,gasoline,731014159,NAVIG8 TURQUOISE,Chemical tanker
1705,1705,EF23M,22,2019,123.0,20.0,33031.0,diesel/electric,749405504,NAVIG8 TOPAZ,Chemical tanker
1706,1706,TTZOD,25,2019,119.0,17.0,25961.0,gasoline,491488437,NAVIG8 TOURMALINE,Chemical tanker
1707,1707,2SRVJ,23,2017,117.0,19.0,11191.0,electric,613610068,BOW AQUARIUS,Chemical tanker
1708,1708,XBELT,26,2016,339.0,38.0,200913.0,diesel,790619855,INTERLINK AFFINITY,Bulk carrier
1709,1709,H3MJK,20,2006,334.0,46.0,202214.0,lng,440962535,INTERLINK AUDACITY,Bulk carrier
1710,1710,7RU06,22,2006,362.0,40.0,397170.0,diesel/electric,217443672,INTERLINK ETERNITY,Bulk carrier
1711,1711,FJCLQ,21,2007,346.0,47.0,201479.0,diesel/electric,350285162,FRIGG W,General cargo ship
1712,1712,N0YR8,25,2011,318.0,33.0,162057.0,electric,347837362,FREYJA W,General cargo ship
1713,1713,QBQNO,26,2017,362.0,40.0,275998.0,gasoline,733444564,SIF W,General cargo ship
1714,1714,CB8BC,24,1997,301.0,36.0,150095.0,gasoline,631787920,SIGYN W,General cargo ship
1715,1715,6UN3Z,25,2013,331.0,35.0,240267.0,electric,201600997,RUEN,Bulk carrier
1716,1716,PELHC,25,2005,360.0,37.0,367793.0,gasoline,424748651,RILA,Bulk carrier
1717,1717,XTKYG,22,2004,342.0,35.0,280889.0,diesel,443861186,ROJEN,Bulk carrier
1718,1718,TGD0F,22,2016,230.0,47.0,119597.0,diesel,566332517,MSC DITTE,Container ship
