ship_key,ship_name,ship_type,call_sign,speed,year_built,length,width,tonnage,engine_type,mmsi
1437,CSK GENERATION,Bulk carrier,OT0NY,22,2011,350.0,43.0,334185.0,electric,308705451
1438,EVANGELIA L,General cargo ship,ELHSX,24,2001,363.0,37.0,187406.0,diesel,690235023
1439,ANTE TOPIC,Bulk carrier,PMVSQ,24,2016,335.0,44.0,370376.0,diesel,646934564
1440,BRISTOL TRADER,Chemical tanker,LWA6S,23,2006,119.0,15.0,32509.0,lng,635778642
1441,REGIUS,Bulk carrier,DI73I,20,2004,336.0,41.0,269309.0,lng,584427167
1442,DISCOVERY BAY,Bulk carrier,WF5M8,19,2008,343.0,44.0,239747.0,diesel/electric,453248805
1443,MARATHON TS,Oil tanker,D9VMA,26,2007,214.0,32.0,53906.0,diesel/electric,212033892
1444,OSLO TS,Oil tanker,X56GF,22,2013,224.0,33.0,90000.0,gasoline,523784974
1445,STAVANGER TS,Oil tanker,OZ8TP,21,2011,238.0,34.0,83193.0,lng,366117699
1446,BERGEN TS,Oil tanker,6Y8IC,18,2013,223.0,31.0,119882.0,electric,566574800
1447,TAMPA TRIUMPH,Container ship,U5MV8,18,2003,283.0,46.0,101153.0,diesel,657031577
1448,TOKYO TRIUMPH,Container ship,C8LAE,24,2000,180.0,32.0,84134.0,lng,600463874
1449,TOLEDO TRIUMPH,Container ship,PRYUA,21,2015,152.0,47.0,103351.0,lng,551802121
1450,TAIPEI TRIUMPH,Container ship,VFJ8M,20,2017,222.0,42.0,118636.0,electric,215954132
1451,TEXAS TRIUMPH,Container ship,Y4H6U,26,2018,341.0,42.0,103221.0,diesel/electric,432622683
1452,BLUEBIRD,Oil tanker,81OMN,21,2015,226.0,34.0,110322.0,gasoline,630440250
1453,BOCHEM LUXEMBOURG,Chemical tanker,9KF9O,23,2008,113.0,18.0,25256.0,electric,664003812
1454,BOCHEM BRUSSELS,Chemical tanker,RJ943,20,2019,115.0,15.0,21820.0,gasoline,230865712
1455,PHAEDRA,Bulk carrier,6A0Z5,21,2018,351.0,41.0,380439.0,gasoline,290138789
1456,TOMAHAWK,Bulk carrier,H3P9Y,22,2019,346.0,42.0,239214.0,diesel/electric,527809286
1457,CAPTAIN ADAMS,Bulk carrier,0E9VX,24,2010,352.0,37.0,372963.0,diesel/electric,645473006
1458,NAUTICAL GEORGIA,Bulk carrier,KQN1C,26,2010,332.0,48.0,384263.0,lng,348725565
1459,STI PRIDE,Oil tanker,HMWO7,26,2005,212.0,36.0,73968.0,diesel/electric,446153254
1460,LIFE PASSION,Bulk carrier,UARLW,24,2006,349.0,37.0,270468.0,gasoline,497052337
1461,EVMAR,Bulk carrier,L9FB8,21,2005,362.0,46.0,280038.0,electric,529511836
1462,ZHEN ZHU HAI,Bulk carrier,0CFZ5,19,2018,336.0,46.0,341525.0,lng,204253293
1463,HU PO HAI,Bulk carrier,FSZ44,20,2005,325.0,40.0,389072.0,lng,353084654
1464,LAN BAO HAI,Bulk carrier,PPK1X,21,2014,363.0,40.0,314503.0,diesel/electric,797324066
1465,SHAN HU HAI,Bulk carrier,BH2YY,25,2018,326.0,32.0,357998.0,lng,232400794
1466,XIN FU HAI,Bulk carrier,02QJU,18,2007,338.0,48.0,321413.0,lng,528785135
1467,XIN CHANG HAI,Bulk carrier,OB5SC,24,2007,358.0,49.0,347060.0,lng,530463784
1468,XIN DA HAI,Bulk carrier,97B3P,25,2014,324.0,32.0,340034.0,electric,275789801
1469,STAR ARTEMIS,Bulk carrier,9K6QT,18,2015,323.0,41.0,297120.0,diesel/electric,492453180
1470,STAR EOS,Bulk carrier,C0LHH,25,2004,330.0,32.0,376152.0,diesel,437756930
1471,MANITOBA,Gas carrier,WX0QU,21,2009,125.0,19.0,51574.0,electric,778995459
1472,STH CHIBA,Bulk carrier,ZB702,26,2007,345.0,35.0,323117.0,gasoline,429839709
1473,STH OSLO,Bulk carrier,FG6XS,19,2007,338.0,36.0,228810.0,electric,733033040
1474,SOPHIANA,Bulk carrier,O6QLC,25,2011,325.0,37.0,297071.0,gasoline,363884929
1475,ASTOMOS VENUS,Gas carrier,OKV8J,19,2018,133.0,28.0,69711.0,diesel,341229432
1476,INTERLINK AMENITY,Bulk carrier,H4VQO,20,2011,332.0,49.0,253147.0,electric,679478913
1477,NAVIOS SPHERA,Bulk carrier,UW89V,22,2016,336.0,39.0,290300.0,diesel/electric,668246731
1478,INDIAN OCEAN,Bulk carrier,G03NZ,25,2011,337.0,48.0,257714.0,lng,797801656
1479,THEODORE JR,Bulk carrier,I4CD7,18,2019,331.0,49.0,200761.0,lng,777909586
1480,PLAINPALAIS,Bulk carrier,RK8KO,23,2011,351.0,46.0,288021.0,gasoline,614631166
1481,NAVIG8 SPICA,Chemical tanker,5GZ8H,18,2007,121.0,19.0,8189.0,diesel/electric,323898342
1482,STOLT BISMUTH,Chemical tanker,IMBKE,23,2018,117.0,20.0,12067.0,lng,476637223
1483,STOLT MAGNESIUM,Chemical tanker,USWXQ,25,2018,105.0,18.0,19899.0,electric,360861463
1484,STOLT MERCURY,Chemical tanker,6SJJL,23,2018,112.0,19.0,27222.0,diesel/electric,372195938
1485,ANDAMAN,Oil tanker,RUM6S,21,2006,223.0,32.0,61083.0,diesel/electric,593270925
1486,KAZAK,Gas carrier,5Z6OR,21,2007,215.0,22.0,57604.0,diesel/electric,436850369
1487,EKATERINI,Bulk carrier,GDZKJ,21,2009,324.0,35.0,244014.0,gasoline,711612166
1488,MAERSK GENOA,Container ship,SG9FK,19,2009,210.0,41.0,123182.0,lng,223396092
1489,MAERSK GIBRALTAR,Container ship,IM5LT,22,2019,156.0,42.0,127579.0,diesel,261356902
1490,GAIA DESGAGNES,Chemical tanker,9CRD8,18,2005,114.0,17.0,27691.0,electric,597593410
1491,RAMANDA,Chemical tanker,GT2XH,24,2018,119.0,15.0,30586.0,diesel/electric,573212674
1492,THUN VENERN,Chemical tanker,L8I2M,23,2008,129.0,18.0,9751.0,electric,680223817
1493,FURE VALO,Chemical tanker,5O898,26,2008,120.0,18.0,29829.0,lng,488210576
1494,OCEAN OUTSTANDING,Bulk carrier,6JPX5,24,2006,345.0,32.0,249204.0,diesel,383009247
1495,TRF HORTEN,Oil tanker,FURVC,22,2012,236.0,35.0,76570.0,diesel,599013012
1496,SEAODYSSEY,Oil tanker,8OSL5,24,2006,218.0,37.0,62856.0,lng,375334116
1497,SEAENVOY,Oil tanker,54IG8,23,2012,232.0,31.0,80819.0,diesel/electric,482851587
1498,MARYAM D,Bulk carrier,R8YSG,26,2009,326.0,49.0,291273.0,diesel/electric,274167618
1499,UST LUGA,Oil tanker,4WXE6,18,2018,202.0,35.0,127054.0,diesel,386207091
1500,PUROVSKY,Oil tanker,1HV81,19,2016,211.0,36.0,107713.0,diesel/electric,325360120
1501,HIGH CHALLENGE,Chemical tanker,FV9XP,19,2009,109.0,17.0,25180.0,electric,495066606
1502,CHEM COBALT,Chemical tanker,NG00L,20,2005,108.0,16.0,33706.0,lng,267731586
1503,CHEM GALLIUM,Chemical tanker,CR6GH,26,2018,97.0,20.0,12050.0,gasoline,558668967
1504,LAVENDER RAY,Chemical tanker,M7E36,22,2007,104.0,19.0,6619.0,diesel/electric,770210344
1505,ZEA SERVANT,General cargo ship,ISRIV,26,2012,312.0,42.0,176275.0,lng,473676924
1506,BRUCE,General cargo ship,VXTI9,22,2006,363.0,39.0,173512.0,lng,565159247
1507,ONE BLUE JAY,Container ship,PPDNM,22,2007,344.0,33.0,129847.0,diesel,473919997
1508,ONE EAGLE,Container ship,RVMK7,20,2002,163.0,33.0,248420.0,lng,528646896
1509,ONE CRANE,Container ship,S0OLJ,22,1999,150.0,34.0,110032.0,lng,405052325
1510,ONE HAWK,Container ship,RQM49,20,2014,224.0,48.0,204271.0,gasoline,415037572
1511,ONE FALCON,Container ship,6Q5TW,18,2002,207.0,43.0,134808.0,lng,220717250
1512,ONE SWAN,Container ship,WV3MZ,26,2002,249.0,35.0,181055.0,diesel,405106115
1513,QING PING SHAN,Bulk carrier,Z1F6T,22,2011,352.0,32.0,207734.0,lng,617780469
1514,QING YUN SHAN,Bulk carrier,6YIDA,18,2007,344.0,42.0,237605.0,electric,661423029
1515,QING HUA SHAN,Bulk carrier,6CLQ1,18,2008,321.0,47.0,215796.0,gasoline,432938504
1516,QING QUAN SHAN,Bulk carrier,WMKID,21,2007,351.0,42.0,376420.0,diesel/electric,735111878
1517,NORDTIGRIS,Bulk carrier,R711G,24,2014,356.0,34.0,286065.0,gasoline,256057522
1518,NORDORINOCO,Bulk carrier,MZKU3,18,2004,364.0,47.0,330753.0,diesel,734316784
1519,POLA MONACO,Bulk carrier,2B6NM,21,2008,343.0,44.0,211424.0,diesel/electric,458614891
1520,KITE BAY,Bulk carrier,9P0XN,26,2018,341.0,47.0,203247.0,lng,432211647
1521,PRIMERO,Oil tanker,PZHNN,26,2010,219.0,36.0,64655.0,gasoline,665379474
1522,NORDTAJO,Bulk carrier,KJWUM,24,2017,330.0,34.0,360932.0,lng,366489191
1523,NORDMOSEL,Bulk carrier,3I9DD,26,2004,358.0,41.0,304282.0,diesel,293264467
1524,MTM TORTOLA,Chemical tanker,IDK4B,22,2011,102.0,15.0,13996.0,electric,301118571
1525,CHASELKA,Oil tanker,GSA7Z,18,2010,225.0,30.0,112675.0,diesel,354597735
1526,NAVIGATOR NOVA,Gas carrier,WRYGK,23,2018,157.0,21.0,56964.0,lng,795478018
1527,NAVIGATOR PROMINENCE,Gas carrier,LVDX6,21,2003,137.0,36.0,59066.0,diesel,295709323
1528,ULTRA DURBAN,Bulk carrier,EDH7H,26,2014,343.0,40.0,233907.0,lng,753785820
1529,THORCO LOHAS,Bulk carrier,BIYKP,22,2018,355.0,32.0,297808.0,lng,387192758
1530,TR PRINCE,Bulk carrier,VKP96,26,2007,364.0,43.0,339170.0,lng,453892691
1531,HEDWIG OLDENDORFF,Bulk carrier,E25YS,23,2010,326.0,42.0,245595.0,electric,527999297
1532,CASTILLO DE MERIDA,LNG carrier,VVZQ1,21,2009,298.0,41.0,30710.0,diesel/electric,334096969
1533,CASTILLO DE CALDELAS,LNG carrier,VYSB6,25,2002,261.0,42.0,45333.0,lng,649297692
1534,DIAMONDWAY,Oil tanker,ONM2Y,26,2019,205.0,32.0,74697.0,gasoline,499990544
1535,GOLDWAY,Oil tanker,MF3MR,25,2006,240.0,30.0,123006.0,electric,421539905
1536,SILVERWAY,Oil tanker,5MW0S,19,2011,224.0,36.0,128630.0,lng,399523438
1537,RONG AN CHENG,Other ship types,SH2V4,22,2018,134.0,30.0,8930.0,electric,609407362
1538,RUI AN CHENG,Other ship types,KQ3BV,22,2004,79.0,26.0,14219.0,gasoline,523936147
1539,PING AN CHENG,Other ship types,08ZTB,19,2015,99.0,23.0,10948.0,diesel,505578511
1540,GUANG AN CHENG,Other ship types,ROLYK,25,2005,114.0,29.0,16477.0,diesel/electric,371636443
1541,CHANG AN CHENG,Other ship types,0YVLE,24,2019,169.0,30.0,10550.0,electric,520475654
1542,GOLDEN NIMBUS,Bulk carrier,TV2CX,18,2014,344.0,46.0,338831.0,gasoline,227770147
1543,GOLDEN ARCUS,Bulk carrier,T2WDV,26,2013,334.0,48.0,243070.0,diesel/electric,630100725
1544,FRONT CRYSTAL,Oil tanker,DBBXK,25,2007,239.0,36.0,57031.0,electric,778875991
1545,GOLDEN INCUS,Bulk carrier,WT5GV,20,2011,344.0,36.0,318682.0,diesel/electric,516874867
1546,FRONT CORAL,Oil tanker,BKH6U,20,2004,224.0,35.0,51946.0,diesel,656008762
1547,WESTERN MIAMI,Bulk carrier,WF527,20,2006,336.0,32.0,312076.0,lng,406104924
1548,HAMBURG WAY,Bulk carrier,3EXYE,21,2019,324.0,47.0,261464.0,lng,468138795
1549,NEW ORLEANS,Bulk carrier,E2K1L,21,2011,352.0,49.0,391673.0,gasoline,389912503
1550,CHOW,Bulk carrier,W91VI,20,2008,359.0,36.0,240027.0,lng,490856264
1551,MIMMI SCHULTE,Container ship,Y3DCZ,18,2014,283.0,37.0,242897.0,diesel,566351387
1552,MANDALAY,Container ship,F1M73,19,2001,327.0,41.0,272454.0,diesel,568536219
1553,SHANGHAI EAGLE,Bulk carrier,E8QIA,24,2010,361.0,32.0,286269.0,diesel,249132305
1554,HONG KONG EAGLE,Bulk carrier,GVZRV,26,2014,321.0,49.0,396760.0,gasoline,639927382
1555,ORIENTAL SAKURA,Chemical tanker,P07V8,21,2016,125.0,16.0,16002.0,gasoline,704685875
1556,CHEMICAL CHALLENGER,Chemical tanker,L7HEE,20,2015,90.0,18.0,19911.0,diesel/electric,456085483
1557,ORIENTAL JASMINE,Chemical tanker,X7Z9R,19,2006,107.0,18.0,5360.0,diesel/electric,241395299
1558,BRILLANTE,Chemical tanker,LJ6YQ,18,2005,103.0,19.0,14564.0,lng,666568076
1559,CONCERTO,Chemical tanker,STU9C,25,2004,125.0,17.0,8600.0,diesel,378959619
1560,BOCHEM LONDON,Chemical tanker,SXRFB,21,2008,107.0,18.0,5831.0,diesel/electric,399821450
1561,GASCHEM ORCA,Gas carrier,LNL0V,20,2003,213.0,30.0,67769.0,lng,363913368
1562,GASCHEM BELUGA,Gas carrier,KKLPB,26,2012,204.0,29.0,55648.0,diesel/electric,242333754
1563,RB ARIANA,Bulk carrier,TV4L1,24,2012,332.0,36.0,272334.0,diesel,496339948
1564,GASLOG GENOA,LNG carrier,B75ZK,25,2019,266.0,38.0,7988.0,lng,731811668
1565,BELPAREIL,Bulk carrier,KC3WK,21,2009,335.0,34.0,300560.0,diesel/electric,419249246
1566,BELMONT,Bulk carrier,70MWZ,22,2018,359.0,39.0,389103.0,electric,784101763
1567,AFRICA GAS,Gas carrier,05NNK,21,1997,121.0,29.0,51266.0,diesel,337025797
1568,CAPTAIN D,Bulk carrier,A4DMS,25,2018,351.0,32.0,377141.0,lng,784643942
1569,TIZIANA,Bulk carrier,D8F75,24,2005,324.0,33.0,350930.0,electric,710059730
1570,GASCHEM DOLLART,Gas carrier,X4S0S,21,2019,225.0,24.0,56959.0,diesel,524801117
1571,STOLT CALLUNA,Chemical tanker,J5JXK,20,2004,118.0,18.0,13028.0,gasoline,219940221
1572,STOLT EBONY,Chemical tanker,7CPT0,18,2016,100.0,18.0,9123.0,lng,541975514
1573,EMILIUS,Gas carrier,8FEGZ,25,2004,129.0,33.0,62521.0,lng,239580377
1574,JS INEOS INNOVATION,Gas carrier,JQQW6,20,2010,215.0,20.0,59989.0,diesel/electric,311429483
1575,TIGER LILY,Bulk carrier,QKUIZ,20,2009,325.0,39.0,251052.0,lng,718422090
1576,VIBEKE IRIS,Bulk carrier,2KX1S,19,2014,364.0,39.0,211392.0,gasoline,783212287
1577,AEGEAN MARATHON,Oil tanker,KHJDA,25,2010,224.0,36.0,126081.0,diesel,368618877
1578,AEGEAN UNITY,Oil tanker,9GKOG,24,2004,225.0,30.0,117527.0,gasoline,369347310
1579,OLYMPIC FRIENDSHIP,Oil tanker,UTWWU,19,2014,230.0,33.0,58360.0,gasoline,500946712
1580,OLYMPIC FIGHTER,Oil tanker,89TU8,19,2009,215.0,32.0,78408.0,diesel,644004504
1581,CMA CGM PREGOLIA,Container ship,O0LZD,25,2011,338.0,38.0,110346.0,diesel/electric,672440350
1582,ARCTIC GAS,Gas carrier,N0ITU,25,2011,219.0,24.0,50912.0,diesel/electric,514827225
1583,PACIFIC GAS,Gas carrier,25UCH,24,2012,203.0,25.0,67660.0,diesel,512292791
1584,BERING GAS,Gas carrier,9HPQL,19,2008,203.0,32.0,56181.0,lng,211355500
1585,CMA CGM NEVA,Container ship,EFZ3L,18,2019,268.0,40.0,211269.0,electric,305585559
1586,CMA CGM LOUGA,Container ship,WV9DE,20,2016,344.0,41.0,179294.0,diesel/electric,576165091
1587,MSC ROMANE,Container ship,GVNNK,21,2003,304.0,38.0,176938.0,gasoline,719978112
1588,FRONT ANTARES,Oil tanker,YT83O,18,2010,224.0,32.0,60430.0,diesel,485586721
1589,FAIRCHEM CUTLASS,Chemical tanker,02SP0,21,2011,130.0,16.0,20526.0,electric,465011073
1590,SC PETREL,Chemical tanker,2XJTD,21,2015,122.0,20.0,7272.0,gasoline,518642441
1591,SC MERCURY,Chemical tanker,5C9HS,18,2011,130.0,20.0,26614.0,diesel,355483314
1592,SC FALCON,Chemical tanker,FX1UT,22,2015,107.0,18.0,30298.0,electric,402530871
1593,ZIRCON,Chemical tanker,UKY3M,18,2005,94.0,18.0,31657.0,gasoline,375675175
1594,ELANDRA SPRUCE,Chemical tanker,JNYT5,25,2011,92.0,16.0,15306.0,diesel,532868841
1595,LARGO SUN,Oil tanker,POIXI,21,2007,227.0,31.0,120247.0,diesel,530708056
1596,ELANDRA PALM,Chemical tanker,LXHCD,18,2015,107.0,16.0,12561.0,lng,504604661
1597,MILOS,Oil tanker,IYJ8P,25,2017,230.0,31.0,88826.0,diesel,410749388
1598,POLIEGOS,Oil tanker,PEP29,19,2005,224.0,37.0,84579.0,diesel,786006748
1599,ECO ARCTIC,Gas carrier,VF6HO,22,2009,134.0,29.0,66627.0,gasoline,545023434
1600,BULK HOLLAND,Bulk carrier,2WZ98,24,2017,328.0,45.0,269906.0,diesel/electric,364557243
1601,NORD GEMINI,Bulk carrier,QLXM9,19,2018,344.0,48.0,212946.0,diesel,523051009
1602,AFROS,Bulk carrier,XKJ81,23,2005,349.0,40.0,224497.0,diesel/electric,401896372
1603,HILMA BULKER,Bulk carrier,77SBJ,24,2015,325.0,35.0,315154.0,gasoline,536637413
1604,HELGA BULKER,Bulk carrier,F4ZYO,19,2019,362.0,36.0,399897.0,diesel/electric,597746511
1605,LIAN XI HU,Oil tanker,07TED,23,2014,236.0,33.0,114066.0,electric,275738396
1606,NORD OCEANIA,Chemical tanker,XW7S1,21,2016,103.0,19.0,19287.0,gasoline,687714790
1607,NORD OLYMPIA,Chemical tanker,A8W3B,25,2007,115.0,15.0,7549.0,lng,368253264
1608,WOODY,Bulk carrier,ZBYN6,23,2015,351.0,48.0,257949.0,lng,473918544
1609,HAMBURG PEARL,Bulk carrier,F7A75,25,2006,365.0,32.0,215280.0,lng,565417057
1610,PTI NILE,Chemical tanker,N95JZ,25,2003,107.0,16.0,27448.0,lng,480722542
1611,PTI DANUBE,Chemical tanker,DHCMF,21,2017,121.0,19.0,19731.0,diesel,524123996
1612,IONIC UNICORN,Bulk carrier,78B2W,23,2010,340.0,41.0,226893.0,diesel/electric,410922465
1613,FENG XIU HAI,Bulk carrier,G9HFL,23,2014,351.0,45.0,319234.0,diesel/electric,713567949
1614,FENG MAO HAI,Bulk carrier,W7D5Z,21,2006,343.0,49.0,304703.0,diesel,444227987
1615,FENG HE HAI,Bulk carrier,4TXJO,19,2011,350.0,45.0,307108.0,diesel,559200667
1616,FENG LI HAI,Bulk carrier,B0Z1J,21,2015,341.0,33.0,283359.0,gasoline,757193930
1617,JING JIN HAI,Bulk carrier,GFOFA,26,2017,344.0,48.0,247497.0,lng,585501652
1618,JING LU HAI,Bulk carrier,1QMQ6,22,2018,352.0,45.0,246462.0,lng,238365274
1619,CAPRICORN SIGMA,Bulk carrier,4Q16Q,21,2010,323.0,35.0,286263.0,diesel/electric,684255586
1620,TERN SEA,Chemical tanker,V5HFR,23,2008,103.0,18.0,13141.0,gasoline,522732576
1621,TERN OCEAN,Chemical tanker,ML5CH,19,2013,108.0,16.0,30831.0,diesel,496911178
1622,PALANCA CADIZ,Chemical tanker,MERZC,24,2005,109.0,19.0,15895.0,diesel/electric,405152214
1623,CRIMSON KINGDOM,Bulk carrier,2ACUV,19,2016,322.0,44.0,226049.0,diesel/electric,542167817
1624,MG HAMMOND,Bulk carrier,HHA6S,24,2019,361.0,44.0,364375.0,gasoline,736406719
1625,ULTRA TRUST,Bulk carrier,7DDC3,22,2007,352.0,42.0,270386.0,diesel/electric,438457612
1626,ULTRA INTEGRITY,Bulk carrier,DH2WP,24,2013,362.0,41.0,282530.0,gasoline,463125942
1627,SANTA FRANCESCA,Bulk carrier,4KQEQ,23,2016,331.0,37.0,388363.0,lng,655127373
1628,PUMA,Bulk carrier,RPL78,22,2013,324.0,36.0,288302.0,diesel,387007276
1629,PANDA,Bulk carrier,W66QE,19,2014,346.0,38.0,362389.0,diesel,304446843
1630,BROOKLANDS,Vehicle carrier,N7X6P,25,2013,157.0,27.0,16624.0,electric,205896448
1631,DONINGTON,Vehicle carrier,0XRED,20,2006,165.0,21.0,10427.0,diesel,660192296
1632,SHARP ISLAND,Bulk carrier,R1474,19,2019,350.0,32.0,399315.0,electric,564188568
1633,NORDIC STAR,Oil tanker,AC4XR,19,2013,217.0,37.0,99490.0,lng,252868788
1634,NORDIC SPACE,Oil tanker,Q2MVH,21,2007,238.0,37.0,68732.0,gasoline,751721397
1635,SHANDONG FU REN,Bulk carrier,7QT9L,18,2017,354.0,39.0,334021.0,electric,541198979
1636,SHANDONG FU ZHI,Bulk carrier,LIW72,22,2015,321.0,40.0,307509.0,lng,428972717
1637,SHANDONG FU YI,Bulk carrier,PVRVJ,25,2004,321.0,32.0,215268.0,gasoline,692107785
1638,SHANDONG FU XIN,Bulk carrier,2T65L,21,2018,354.0,48.0,329385.0,gasoline,418087045
1639,GASLOG HONG KONG,LNG carrier,WA2QT,24,2015,251.0,36.0,22192.0,diesel,337240332
1640,STH SYDNEY,Bulk carrier,TEXDN,19,2016,342.0,46.0,233344.0,diesel/electric,244845324
1641,STH TOKYO,Bulk carrier,AW1X6,18,2004,328.0,48.0,276180.0,diesel,489724292
1642,IONIC PRIDE,Bulk carrier,BGZ8W,22,2004,359.0,48.0,301710.0,diesel,519697077
1643,ALFRED N,Chemical tanker,LWGCD,19,2004,99.0,18.0,11572.0,lng,449832951
1644,LOUIS P,Chemical tanker,VIZYA,18,2019,106.0,19.0,19390.0,diesel/electric,574678939
1645,LINUS P,Chemical tanker,W7LNJ,20,2018,130.0,15.0,17606.0,diesel,363672742
1646,WILLARD J,Chemical tanker,SIICM,23,2019,109.0,20.0,26391.0,diesel/electric,613061441
1647,OTTO H,Chemical tanker,AJB11,19,2004,111.0,20.0,29426.0,gasoline,431974782
1648,MTM NEW YORK,Chemical tanker,20892,23,2019,110.0,17.0,25681.0,lng,434352336
1649,APACHE,Oil tanker,VSI9S,22,2017,209.0,34.0,115547.0,electric,326167793
1650,CHEROKEE,Oil tanker,ONLNI,23,2005,226.0,31.0,99485.0,diesel/electric,716850500
1651,SPEEDWAY,Oil tanker,48KNU,20,2005,231.0,37.0,78315.0,electric,624862735
1652,RUNNER,Oil tanker,CZX8J,22,2012,228.0,30.0,110086.0,diesel,242514394
1653,DONG-A THETIS,Oil tanker,XTPA1,20,2011,226.0,37.0,64894.0,electric,568646383
1654,BALLA,Oil tanker,UKRSS,18,2015,238.0,36.0,104257.0,diesel,788821064
1655,GLOVIS SUN,Vehicle carrier,NJO1I,24,2013,146.0,29.0,19349.0,lng,578831217
1656,GLOVIS STELLA,Vehicle carrier,5WI8B,24,2001,166.0,23.0,11211.0,gasoline,621085036
1657,GLOVIS SIRIUS,Vehicle carrier,ZHCF5,25,2010,149.0,30.0,23300.0,electric,377601683
1658,GLOVIS SPRING,Vehicle carrier,22D41,24,2002,130.0,22.0,17430.0,lng,479766025
1659,FAIRCHEM KATANA,Chemical tanker,4G4NT,20,2017,119.0,15.0,10020.0,diesel,385988864
1660,RADIANT RAY,Chemical tanker,CNJVQ,19,2010,129.0,16.0,13972.0,electric,786706698
1661,BULK ELECTRA,Bulk carrier,09VVU,23,2017,349.0,47.0,213112.0,electric,242757839
1662,STAR PLOEG,Chemical tanker,LYP4O,25,2018,104.0,19.0,6968.0,diesel/electric,201367847
1663,CORATO,Bulk carrier,G2HDJ,18,2017,327.0,49.0,332063.0,lng,519414974
1664,AMADEUS,Bulk carrier,123XP,24,2007,359.0,49.0,237553.0,diesel/electric,640982673
1665,SINLAU BULKER,Bulk carrier,LKSNR,25,2013,321.0,47.0,296223.0,diesel,653375327
1666,FW ADVENTURER,Bulk carrier,OK96P,24,2013,321.0,36.0,255812.0,electric,346902647
1667,VITA KOUAN,Bulk carrier,AZO55,19,2013,327.0,46.0,227270.0,lng,547518086
1668,DILIGENT WARRIOR,Oil tanker,9G0Y3,25,2019,202.0,36.0,124252.0,gasoline,347406978
1669,PAN ASIA,LNG carrier,A0GMB,21,2008,260.0,37.0,31849.0,lng,756884968
1670,PAN AMERICAS,LNG carrier,3OPN9,18,2006,274.0,43.0,38443.0,electric,238449932
1671,PAN EUROPE,LNG carrier,O43GV,19,2015,299.0,36.0,29937.0,lng,507419554
1672,EVER GRACE,Bulk carrier,MBWVI,26,2013,344.0,45.0,300828.0,electric,331755833
1673,BERGE GROSSGLOCKNER,Bulk carrier,G9EWM,25,2006,355.0,47.0,369422.0,lng,602864558
1674,BERGE TOUBKAL,Bulk carrier,D8217,25,2015,330.0,43.0,229718.0,electric,341764016
1675,BERGE OLYMPUS,Bulk carrier,N4QCN,20,2008,363.0,36.0,253197.0,diesel/electric,571138229
1676,STELLA NORA,Bulk carrier,VEOWI,22,2006,322.0,40.0,275400.0,electric,363565568
1677,OU MAY,Bulk carrier,VIWSO,19,2019,359.0,44.0,361144.0,diesel,768361054
1678,SAVITREE NAREE,Bulk carrier,GCMC9,18,2004,363.0,35.0,256463.0,lng,489145087
1679,JIAN GUO HAI,Bulk carrier,IT2HK,24,2016,360.0,47.0,346507.0,lng,597435228
1680,FU XING HAI,Bulk carrier,JSYY5,22,2013,353.0,48.0,265936.0,lng,258421467
1681,AN DING HAI,Bulk carrier,PYC6R,20,2010,349.0,37.0,317520.0,electric,421518965
1682,DE SHENG HAI,Bulk carrier,2UHIE,22,2004,357.0,41.0,339059.0,lng,499844269
1683,NING JING HAI,Bulk carrier,MLZCO,23,2008,365.0,47.0,283240.0,diesel,732919263
1684,NING YUE HAI,Bulk carrier,ULJHH,22,2005,353.0,37.0,363301.0,diesel,737049725
1685,NING TAI HAI,Bulk carrier,X64KS,24,2017,340.0,46.0,255711.0,lng,535768587
1686,LV SONG HAI,Bulk carrier,VQWE4,20,2018,340.0,36.0,370657.0,gasoline,363873262
1687,XIU YU HAI,Bulk carrier,20D9E,22,2005,327.0,37.0,273804.0,gasoline,357662750
1688,TARANAKI SUN,Chemical tanker,Q2OHX,20,2012,129.0,16.0,8235.0,diesel/electric,761964295
1689,BOW CAPRICORN,Chemical tanker,06DN7,22,2017,113.0,15.0,30520.0,electric,747484641
1690,SC DRACO,Chemical tanker,P6R33,20,2006,117.0,16.0,11609.0,diesel,278367374
1691,BOW GEMINI,Chemical tanker,3WLB7,26,2004,94.0,18.0,10504.0,gasoline,786485647
1692,BOW HERCULES,Chemical tanker,SAPH1,19,2015,113.0,15.0,33561.0,diesel/electric,576950548
1693,ARMONIA A,Bulk carrier,SEUYH,18,2006,363.0,34.0,253628.0,gasoline,645581376
1694,STELLA TESS,Bulk carrier,EBPGI,26,2009,328.0,46.0,378665.0,diesel/electric,655154471
1695,AMARTHEA,Oil tanker,16WKN,21,2013,214.0,35.0,92060.0,diesel/electric,340166033
1696,ALFA ALANDIA,Oil tanker,8KVGE,25,2018,220.0,33.0,72487.0,lng,731710988
1697,MARAN ARTEMIS,Oil tanker,RI1B9,25,2018,229.0,33.0,80968.0,diesel,502774256
1698,SUMATRA,Bulk carrier,M9BZ8,26,2004,327.0,38.0,349047.0,lng,759806726
1699,NEWCHANG,Bulk carrier,TLT40,25,2017,354.0,33.0,291308.0,electric,366003532
1700,BERGE GALDHOPIGGEN,Bulk carrier,UPSYK,18,2005,360.0,32.0,224220.0,gasoline,508134081
1701,NINGHAI,Bulk carrier,WI7U1,23,2018,362.0,47.0,373886.0,lng,306745907
