imo,ship_name,type,issue,expiry,technical_efficiency_number
9739240,ANANGEL FUTURE,Bulk carrier,2019-04-25,2020-06-30,2.48
9739276,NAVIG8 SOL,Chemical tanker,2019-04-29,2020-06-30,6.41
9739288,CTG ARGON,Chemical tanker,2019-04-18,2020-06-30,6.15
9740108,OCEAN BANQUET,Bulk carrier,2019-04-29,2020-06-30,3.89
9740110,OCEAN BAO,Bulk carrier,2019-04-29,2020-06-30,3.91
9740134,OCEAN TIANBO,Bulk carrier,2019-06-24,2020-06-30,3.92
9740330,HUDSON,Oil tanker,2019-04-15,2020-06-30,2.33
9740809,OSAKA STAR,Bulk carrier,2019-04-23,2020-06-30,3.41
9740811,KYOTO STAR,Bulk carrier,2019-04-23,2020-06-30,3.52
9741293,LEMESSOS NAPA,Bulk carrier,2019-04-22,2020-06-30,3.76
9742417,THORCO LOGIC,General cargo ship,2019-04-23,2020-06-30,10.2
9744922,ELLINGTON,Gas carrier,2019-04-26,2020-06-30,11.46
9746023,XING HAO HAI,Bulk carrier,2019-04-30,2020-06-30,3.81
9746102,DRAFTDODGER,Bulk carrier,2019-05-31,2020-06-30,3.87
9746229,CITRINE,Chemical tanker,2019-04-24,2020-06-30,4.2
9747417,IONIC UNITED,Bulk carrier,2019-04-23,2020-06-30,3.89
9747687,NAUTICAL MADISON,Bulk carrier,2019-05-30,2020-06-30,3.8
9747883,CELIGNY,Bulk carrier,2019-05-16,2020-06-30,2.48
9747895,TRUE PATRIOT,Bulk carrier,2019-11-03,2020-06-30,2.67
9747998,PALANCA RIO,Chemical tanker,2019-05-21,2020-06-30,10.37
9748239,BEKS CEYDA,Bulk carrier,2019-04-26,2020-06-30,3.96
9748241,BEKS MUNEVVER,Bulk carrier,2019-04-26,2020-06-30,3.96
9748382,KEN MOONYS,Bulk carrier,2019-02-05,2020-06-30,13.47
9748409,CS JENNA,Bulk carrier,2019-10-04,2020-06-30,5.64
9748734,SEALADY,Bulk carrier,2019-09-20,2020-06-30,3.65
9749398,MTM NEW ORLEANS,Chemical tanker,2019-05-20,2020-06-30,5.55
9749611,TIGER JOY,Chemical tanker,2019-04-26,2020-06-30,6.45
9750828,OLYMPIC HOPE,Bulk carrier,2019-04-29,2020-06-30,2.43
9750830,OLYMPIC HARMONY,Bulk carrier,2019-04-29,2020-06-30,2.41
9750919,BERGE ZUGSPITZE,Bulk carrier,2019-04-26,2020-06-30,2.36
9752412,DARYA JAYA,Bulk carrier,2019-04-22,2020-06-30,3.94
9757204,MONACO BRIDGE,Container ship,2019-04-22,2020-06-30,8.47
9757931,IRENE,Bulk carrier,2019-04-17,2020-06-30,3.86
9757979,CHEMROAD SIRIUS,Chemical tanker,2019-04-24,2020-06-30,5.14
9758442,RED LILY,Bulk carrier,2019-04-23,2020-06-30,3.53
9758454,MEDI NEWPORT,Bulk carrier,2019-04-23,2020-06-30,3.59
9758715,XING HUAN HAI,Bulk carrier,2019-04-30,2020-06-30,3.48
9758741,ULTRA AGILITY,Bulk carrier,2019-02-05,2020-06-30,4.24
9761944,SUNRAY,Oil tanker,2019-04-24,2020-06-30,3.9
9761956,SUNRISE,Oil tanker,2019-04-24,2020-06-30,3.88
9762534,SIEM CICERO,Vehicle carrier,2019-05-05,2020-06-30,15.47
9763631,MOUNT ASO,Bulk carrier,2019-04-13,2020-06-30,5.08
9763992,JPS ELLI,Bulk carrier,2019-04-06,2020-06-30,7.31
9764025,CMB PARTNER,Bulk carrier,2019-11-04,2020-06-30,3.53
9766310,SONANGOL CAZENGA,Oil tanker,2019-04-23,2020-06-30,3.55
9767065,XING XI HAI,Bulk carrier,2019-04-30,2020-06-30,3.93
9767091,CARNIVAL HORIZON,Passenger ship,2020-06-17,2020-06-30,9.95
9767479,MG EXPLORER,Bulk carrier,2019-04-22,2020-06-30,3.36
9767481,ULTRA INNOVATION,Bulk carrier,2019-10-05,2020-06-30,4.1
9768033,BUNUN KALON,Bulk carrier,2019-04-23,2020-06-30,5.5
9771016,SARAH,Bulk carrier,2019-02-05,2020-06-30,4.18
9771743,XIN HUI YANG,Oil tanker,2019-04-26,2020-06-30,2.08
9772345,SAMOS,Oil tanker,2019-05-28,2020-06-30,2.72
9773313,ODELMAR,Bulk carrier,2019-05-21,2020-06-30,5.11
9773844,MOUNTPARK,Bulk carrier,2019-04-25,2020-06-30,5.52
9774848,CHRISTOS,Bulk carrier,2019-04-26,2020-06-30,3.94
9775816,GOLDEN RAY,Vehicle carrier,2019-04-18,2020-06-30,15.59
9777656,SYNERGY 1,Oil tanker,2019-09-05,2020-06-30,17.72
9777723,GOLDEN GRAINS,Bulk carrier,2019-11-29,2020-06-30,5.06
9777814,ORCA ACE,Vehicle carrier,2019-04-19,2020-06-30,19.05
9778416,HEMINGWAY,Bulk carrier,2019-09-05,2020-06-30,2.34
9779616,SEA RUBY,Oil tanker,2019-08-04,2020-06-30,2.11
9779991,GAS GEMINI,Gas carrier,2019-04-30,2020-06-30,4.98
9780017,CHEMICAL ATLANTIK,Chemical tanker,2019-04-27,2020-06-30,10.28
9780641,CRYSTAL RIVER,Gas carrier,2019-09-05,2020-06-30,6.2
9782352,ALANI,Bulk carrier,2019-04-28,2020-06-30,3.67
9783332,COSHONOUR LAKE,Oil tanker,2019-04-29,2020-06-30,2.2
9783344,LANDBRIDGE MAJESTY,Oil tanker,2019-05-18,2020-06-30,2.08
9783356,COSFLOURISH LAKE,Oil tanker,2019-04-28,2020-06-30,2.19
9784386,AROSA,Oil tanker,2019-04-25,2020-06-30,2.15
9789166,CLIPPER VANGUARD,Gas carrier,2019-04-29,2020-06-30,5.98
9789879,XING XIANG HAI,Bulk carrier,2019-06-06,2020-06-30,3.49
9790830,SUMMER SKY,Bulk carrier,2019-04-26,2020-06-30,3.68
9792058,RICH WAVE,Bulk carrier,2019-07-08,2020-06-30,3.55
9793387,ORIENT INNOVATION,Oil tanker,2019-04-25,2020-06-30,4.2
9796339,NAVIGATOR JORF,Gas carrier,2019-04-23,2020-06-30,7.29
9798167,DESERT ORCHID,Gas carrier,2019-03-05,2020-06-30,9.78
9798179,DANCING BRAVE,Gas carrier,2019-04-27,2020-06-30,9.58
9800245,PATMOS I,Oil tanker,2019-05-28,2020-06-30,2.71
9802085,CAPE CLOVER,Bulk carrier,2019-04-26,2020-06-30,2.53
9804564,ABY ASIA,Bulk carrier,2019-06-26,2020-06-30,4.36
9806768,PAVO BRIGHT,Bulk carrier,2019-04-24,2020-06-30,4.07
9810381,MARAN APHRODITE,Oil tanker,2019-04-25,2020-06-30,2.11
9811505,UNI SUNSHINE,Bulk carrier,2019-04-24,2020-06-30,4.66
9813448,DHT STALLION,Oil tanker,2019-04-29,2020-06-30,2.11
9814026,LE LAPEROUSE,Passenger ship,2019-06-24,2020-06-30,20.4
9814143,HIGH NAVIGATOR,Chemical tanker,2019-04-30,2020-06-30,4.61
9815850,CORAL EXPRESS,Chemical tanker,2019-04-24,2020-06-30,4.43
9816567,UNI BLOSSOM,Bulk carrier,2019-04-24,2020-06-30,5.48
9817561,EVER SOVEREIGN,Bulk carrier,2019-04-29,2020-06-30,3.34
9830161,SOUTHGATE,Bulk carrier,2019-04-30,2020-06-30,5.44
9835068,MSXT ATHENA,Bulk carrier,2019-04-29,2020-06-30,3.68
7904889,BERLIN,Passenger ship,2020-08-25,2021-06-30,20.63
8027298,MARELLA CELEBRATION,Passenger ship,2020-08-21,2021-06-30,16.35
8907424,BREMEN,Passenger ship,2020-08-21,2021-06-30,21.21
9000168,RCGS RESOLUTE,Passenger ship,2020-08-27,2021-06-30,22.48
9064384,MAERSK TAASINGE,Container ship,2020-06-17,2021-06-30,14.46
9121998,MYKINES,Ro-ro ship,2020-04-09,2021-06-30,2.0
9125267,FERICEK,Chemical tanker,2020-04-17,2021-06-30,3.7
9153862,MAERSK KALMAR,Container ship,2020-06-30,2021-06-30,16.05
9162227,MAERSK KIMI,Container ship,2020-06-07,2021-06-30,16.05
9164249,MAERSK ARIZONA,Container ship,2020-06-16,2021-06-30,19.98
9164275,MAERSK AVON,Container ship,2020-09-06,2021-06-30,19.98
9168192,MAERSK PENANG,Container ship,2020-06-07,2021-06-30,21.55
9168207,MAERSK PALERMO,Container ship,2020-06-07,2021-06-30,21.55
9187033,TRANSBAY,General cargo ship,2020-02-05,2021-06-30,14.15
9193240,MAERSK KENTUCKY,Container ship,2020-06-17,2021-06-30,18.45
9208100,LUNA,Chemical tanker,2020-07-13,2021-06-30,6.34
9208124,BELLA,Chemical tanker,2020-07-13,2021-06-30,6.14
9211482,MAERSK KLAIPEDA,Container ship,2020-06-17,2021-06-30,15.73
9211494,MAERSK KYRENIA,Container ship,2020-06-17,2021-06-30,15.73
9214252,AILEEN,Bulk carrier,2020-09-23,2021-06-30,8.22
9215165,JEPPESEN MAERSK,Container ship,2020-04-07,2021-06-30,25.23
9215311,MAERSK KAMPALA,Container ship,2020-04-07,2021-06-30,15.73
9215323,MAERSK KITHIRA,Container ship,2020-04-07,2021-06-30,15.73
9215880,MAERSK NEWHAVEN,Container ship,2020-06-19,2021-06-30,19.17
9215919,MAERSK NORTHAMPTON,Container ship,2020-06-18,2021-06-30,19.17
9228980,ARCTICA-1,General cargo ship,2020-09-04,2021-06-30,21.0
9232929,CAPE BELLAVISTA,Oil tanker,2020-09-07,2021-06-30,3.35
9241803,BAKI AKAR,Oil tanker,2020-06-14,2021-06-30,6.35
9243801,ARCTICA-2,General cargo ship,2020-07-04,2021-06-30,22.43
9248813,SAMA,Oil tanker,2020-04-08,2021-06-30,3.39
9248825,RAGNAR,Oil tanker,2020-06-08,2021-06-30,3.55
9253894,VOYAGER,Oil tanker,2020-07-29,2021-06-30,2.35
9253909,ASTRA,Oil tanker,2020-01-07,2021-06-30,2.22
9259317,FEDOR,Oil tanker,2020-03-07,2021-06-30,4.72
9265419,TASSILI II,Ro-pax ship,2020-08-24,2021-06-30,26.73
9265421,EL DJAZAIR II,Ro-pax ship,2020-01-07,2021-06-30,26.73
9274458,CLIPPER ENDEAVOUR,Bulk carrier,2020-04-25,2021-06-30,7.0
9278715,GINGA TIGER,Chemical tanker,2020-04-22,2021-06-30,18.0
9278727,GINGA LION,Chemical tanker,2020-04-21,2021-06-30,18.0
9286920,BALTIA,Bulk carrier,2020-04-29,2021-06-30,3.62
9289855,ALBERTITO,Bulk carrier,2020-12-02,2021-06-30,3.2
9289946,MAERSK SARNIA,Container ship,2020-06-22,2021-06-30,15.22
9292149,VERMONT TRADER,Container ship,2020-01-07,2021-06-30,15.92
9294173,MOEN ISLAND,Container ship,2020-04-05,2021-06-30,18.45
9299044,MAERSK DURBAN,Container ship,2020-06-16,2021-06-30,18.83
9299769,BAREILLY,Oil tanker,2020-07-08,2021-06-30,3.57
9299939,MAERSK SHEERNESS,Container ship,2020-06-18,2021-06-30,15.25
9302815,SANTORINI QUEEN,Bulk carrier,2020-04-30,2021-06-30,4.11
9302877,GUDRUN MAERSK,Container ship,2020-04-07,2021-06-30,11.46
9305403,CARIBE ANGELA,Chemical tanker,2020-07-08,2021-06-30,14.42
9311634,SAWTOOTH,Chemical tanker,2020-06-08,2021-06-30,11.41
9311646,LUTSEN,Chemical tanker,2020-01-07,2021-06-30,11.45
9311725,FSL SINGAPORE,Oil tanker,2020-02-07,2021-06-30,9.03
9315252,MAERSK SEMAKAU,Container ship,2020-06-22,2021-06-30,16.6
9320257,GEORG MAERSK,Container ship,2020-04-07,2021-06-30,11.46
9321861,GINGA COUGAR,Chemical tanker,2020-04-21,2021-06-30,18.0
9321902,NORDSUMMER,Container ship,2020-04-30,2021-06-30,22.72
9322982,CARIBE ILSE,Chemical tanker,2020-07-08,2021-06-30,13.6
9326524,ARGOLIS,Oil tanker,2020-05-20,2021-06-30,6.99
9330666,YUAN TENG,Bulk carrier,2020-04-30,2021-06-30,9.87
9334818,OKEE ALICIA,Container ship,2020-04-30,2021-06-30,20.66
9343778,AZALEA GALAXY,Chemical tanker,2020-04-21,2021-06-30,22.0
9344564,OREGON TRADER,Container ship,2020-12-08,2021-06-30,17.7
9348651,MAERSK MEMPHIS,Container ship,2020-06-19,2021-06-30,15.56
9357808,EF EMMA,Container ship,2020-08-20,2021-06-30,25.4
9357810,EF EMIRA,Container ship,2020-08-19,2021-06-30,24.75
9359600,MESABI,Chemical tanker,2020-02-07,2021-06-30,11.41
9360946,MTM NORTH SOUND,Chemical tanker,2020-06-23,2021-06-30,10.32
9367748,NORD ORGANISER,Oil tanker,2020-01-04,2021-06-30,5.76
9371878,ASTRAL,Oil tanker,2020-06-04,2021-06-30,12.81
9379959,ARGENT ASTER,Chemical tanker,2020-04-15,2021-06-30,13.0
9379985,GINGA PANTHER,Chemical tanker,2020-04-21,2021-06-30,24.0
9392377,ARGENT SUNRISE,Chemical tanker,2020-04-21,2021-06-30,13.0
9399739,ANDES,Container ship,2020-01-07,2021-06-30,19.2
9399777,AUSTRAL,Container ship,2020-08-14,2021-06-30,18.37
9399789,ALGARROBO,Container ship,2020-07-29,2021-06-30,17.87
9402029,MAERSK BATUR,Container ship,2020-10-06,2021-06-30,19.16
9414216,GINGA CHEETAH,Chemical tanker,2020-04-21,2021-06-30,18.0
9420851,VOGE DIGNITY,Chemical tanker,2020-10-08,2021-06-30,11.98
9425277,METHANE PATRICIA CAMILA,LNG carrier,2020-03-29,2021-06-30,13.26
9430375,SANTA TERESA,Container ship,2020-01-10,2021-06-30,12.5
9431135,AL NUAMAN,LNG carrier,2020-03-29,2021-06-30,6.94
9440514,PAG,Chemical tanker,2020-05-04,2021-06-30,4.22
9444742,SANTA CRUZ,Container ship,2020-01-10,2021-06-30,13.31
9450399,PRAGUE EXPRESS,Container ship,2020-04-20,2021-06-30,12.56
9450442,FRANKFURT EXPRESS,Container ship,2020-04-20,2021-06-30,12.56
9455959,MEREDITH VICTORY,Bulk carrier,2020-05-31,2021-06-30,6.64
9458080,MAERSK EVORA,Container ship,2020-04-07,2021-06-30,11.83
9458468,CARIBBEAN HARMONY,General cargo ship,2020-05-20,2021-06-30,6.53
9459967,YULIA,Bulk carrier,2020-08-13,2021-06-30,4.42
9463334,CAPE KEYSTONE,Bulk carrier,2020-04-30,2021-06-30,6.71
9468102,BBC ALBERTA,General cargo ship,2020-04-30,2021-06-30,3.0
9472737,GINGA BOBCAT,Chemical tanker,2020-04-21,2021-06-30,18.0
9475428,ENFORD,Chemical tanker,2020-04-26,2021-06-30,9.92
9497361,BULK NORWAY,Bulk carrier,2020-06-08,2021-06-30,2.79
9500041,CENTENARIO FORZA,Bulk carrier,2020-03-04,2021-06-30,5.08
9504102,PIONEER,General cargo ship,2020-09-04,2021-06-30,12.5
9509645,ROME TRADER,General cargo ship,2020-08-13,2021-06-30,7.99
9509683,BERLIN TRADER,General cargo ship,2020-07-29,2021-06-30,7.99
9509700,OSLO TRADER,General cargo ship,2020-08-13,2021-06-30,7.99
9518191,YM NAVIGATOR,Bulk carrier,2020-04-30,2021-06-30,3.4
9521552,AAL NANJING,General cargo ship,2020-07-28,2021-06-30,12.28
9521837,OLZA,Bulk carrier,2020-01-05,2021-06-30,10.29
9521851,SAN,Bulk carrier,2020-01-05,2021-06-30,10.05
9525388,SAFMARINE CHACHAI,Container ship,2020-01-10,2021-06-30,10.36
9526928,MAERSK LAVRAS,Container ship,2020-06-17,2021-06-30,10.02
9527049,MAERSK LANCO,Container ship,2020-06-17,2021-06-30,10.56
9539286,CIELO D' EUROPA,Bulk carrier,2020-04-30,2021-06-30,2.81
9557783,STIDIA,General cargo ship,2020-04-28,2021-06-30,14.59
9557795,SEDRATA,General cargo ship,2020-04-27,2021-06-30,14.59
9557800,SAOURA,General cargo ship,2020-04-29,2021-06-30,14.59
9561497,MAERSK CUANZA,Container ship,2020-04-07,2021-06-30,10.36
9566150,ZAO GALAXY,Chemical tanker,2020-04-21,2021-06-30,15.0
9569994,TALARA,Oil tanker,2020-02-07,2021-06-30,3.39
9570008,TROY,Oil tanker,2020-07-28,2021-06-30,4.85
9571296,LOG-IN ENDURANCE,Container ship,2020-04-08,2021-06-30,18.67
9571301,NEW JERSEY TRADER,Container ship,2020-07-30,2021-06-30,16.79
9574860,FINCH ARROW,General cargo ship,2020-05-06,2021-06-30,3.2
9577604,INTERLINK VERITY,Bulk carrier,2020-10-06,2021-06-30,5.79
9580211,CENTURY MELODY,Bulk carrier,2020-03-06,2021-06-30,9.03
9581423,GINGA OCELOT,Chemical tanker,2020-04-21,2021-06-30,15.0
9582532,IONIC KIZUNA,Bulk carrier,2020-06-05,2021-06-30,3.46
9582556,IONIC KIBOU,Bulk carrier,2020-04-30,2021-06-30,3.45
9591806,THERESA SHANDONG,Bulk carrier,2020-02-28,2021-06-30,4.23
9591832,THERESA HEBEI,Bulk carrier,2020-02-28,2021-06-30,6.29
9592800,AQUAEXPLORER,Bulk carrier,2020-04-17,2021-06-30,2.97
9593749,YANGTZE XING ZHONG,Bulk carrier,2020-04-24,2021-06-30,4.28
9593751,YANGTZE XING HUA,Bulk carrier,2020-04-24,2021-06-30,4.28
9594303,VECTIS HARRIER,General cargo ship,2020-04-14,2021-06-30,11.0
9594470,MADRID TRADER,General cargo ship,2020-08-13,2021-06-30,8.27
9595151,CIELO DI CAPALBIO,Bulk carrier,2020-04-28,2021-06-30,6.2
9596038,NORDSCHELDE,Bulk carrier,2020-04-30,2021-06-30,6.19
9602916,ATHENIAN FREEDOM,Oil tanker,2020-06-04,2021-06-30,2.39
9602928,CAPTAIN X KYRIAKOU,Oil tanker,2020-06-04,2021-06-30,2.36
9610808,ANATOLY KOLODKIN,Oil tanker,2020-05-06,2021-06-30,3.49
9613018,LUDWIGSHAFEN EXPRESS,Container ship,2020-04-20,2021-06-30,10.34
9613812,ATLANTIC HARMONY,General cargo ship,2020-05-20,2021-06-30,6.41
9616230,EUROPA 2,Passenger ship,2020-07-24,2021-06-30,5.74
9619737,ANSAC PRIDE,Bulk carrier,2020-09-04,2021-06-30,6.31
9621003,TRITON WIND I,Bulk carrier,2020-03-05,2021-06-30,5.89
9621039,MARINE PRINCE,Bulk carrier,2020-02-04,2021-06-30,5.29
9621041,MARINE PRINCESS,Bulk carrier,2020-02-04,2021-06-30,5.29
9621601,LACERTA,Chemical tanker,2020-07-04,2021-06-30,4.34
9623570,WILLIAM OLDENDORFF,Bulk carrier,2020-06-19,2021-06-30,2.66
9623673,RDO FORTUNE,Container ship,2020-05-26,2021-06-30,11.92
9623855,SEAMAX STAMFORD,Container ship,2020-04-17,2021-06-30,14.64
9626168,VECTIS CASTLE,General cargo ship,2020-04-14,2021-06-30,9.7
9626716,CONSTANTINE,General cargo ship,2020-04-27,2021-06-30,12.84
9629574,SEAFRIEND,Chemical tanker,2020-04-30,2021-06-30,5.31
9630016,EKARMA,General cargo ship,2020-09-06,2021-06-30,15.0
9634098,SOLARIS,LNG carrier,2020-03-29,2021-06-30,16.0
9636905,YANGTZE CROWN,Bulk carrier,2020-05-22,2021-06-30,3.89
9636955,AIDAPRIMA,Passenger ship,2020-07-06,2021-06-30,7.88
9639567,CL MONA,Bulk carrier,2020-04-24,2021-06-30,4.17
9641235,KATHERINE,Container ship,2020-04-30,2021-06-30,11.03
9643154,CETUS OCEAN,Bulk carrier,2020-04-30,2021-06-30,4.01
9646455,KHERRATA,General cargo ship,2020-04-28,2021-06-30,12.84
9649988,AL-HADBAA,General cargo ship,2020-04-28,2021-06-30,12.01
9656084,PUERTO ROSARIO,Bulk carrier,2020-11-21,2021-06-30,3.83
9657856,WUCHOW,Bulk carrier,2020-04-30,2021-06-30,4.77
9658379,STI BERYL,Oil tanker,2020-04-30,2021-06-30,4.88
9658977,FEDERAL TRIDENT,Bulk carrier,2020-04-28,2021-06-30,3.92
9659139,WARISOULX,Gas carrier,2020-04-30,2021-06-30,8.17
9659787,POLA INDIAN,Bulk carrier,2020-04-26,2021-06-30,5.11
9660360,AMAZON VIRTUE,Oil tanker,2020-04-28,2021-06-30,4.28
9663116,CLIPPER KYTHIRA,Bulk carrier,2020-04-29,2021-06-30,3.96
9663233,SUN,Bulk carrier,2020-03-21,2021-06-30,3.83
9664794,FRONT PUMA,Oil tanker,2020-06-04,2021-06-30,3.36
9665669,CHRISTA SCHULTE,Container ship,2020-05-27,2021-06-30,10.47
9666443,AFRICAN LILY,Bulk carrier,2020-10-02,2021-06-30,5.47
9667461,STENA IMPRESSION,Chemical tanker,2020-04-28,2021-06-30,4.43
9667473,STENA IMAGE,Chemical tanker,2020-04-30,2021-06-30,4.29
9667540,MISTRAL,Gas carrier,2020-04-30,2021-06-30,4.68
9669378,ASIA RUBY I,Bulk carrier,2020-01-07,2021-06-30,3.9
9669392,ASIA RUBY III,Bulk carrier,2020-06-30,2021-06-30,3.83
9669926,GREEN SEA,Oil tanker,2020-04-21,2021-06-30,4.33
9674842,BREEZE,Gas carrier,2020-04-30,2021-06-30,4.71
9676591,ECKERT OLDENDORFF,Bulk carrier,2020-06-19,2021-06-30,4.7
9676606,EMMA OLDENDORFF,General cargo ship,2020-06-19,2021-06-30,4.72
9680097,STOLT INTEGRITY,Chemical tanker,2020-04-28,2021-06-30,5.14
9681106,STI TEXAS CITY,Oil tanker,2020-04-30,2021-06-30,4.29
9681211,YUAN YUE HU,Oil tanker,2020-04-28,2021-06-30,2.19
9682320,SILVER VALERIE,Oil tanker,2020-07-21,2021-06-30,4.41
9682332,SILVER ORLA,Chemical tanker,2020-06-30,2021-06-30,4.47
9682356,SILVER EMILY,Chemical tanker,2020-07-20,2021-06-30,4.37
9682409,SILVER HANNAH,Chemical tanker,2020-07-24,2021-06-30,4.34
9682447,ALBERT,Gas carrier,2020-04-28,2021-06-30,5.87
9682459,POLARIS,Chemical tanker,2020-02-26,2021-06-30,4.34
9683037,BRITISH RESOURCE,Oil tanker,2020-04-21,2021-06-30,3.1
9683427,SILVER DUBAI,Chemical tanker,2020-02-07,2021-06-30,4.32
9684988,HOEGH TRIGGER,Vehicle carrier,2020-07-05,2021-06-30,13.1
9685085,TITTERI,General cargo ship,2020-04-22,2021-06-30,10.2
9685633,ELLENITA,Bulk carrier,2020-01-05,2021-06-30,4.11
9686716,STI DAMA,Oil tanker,2020-04-29,2021-06-30,4.3
9686742,STI TRIBECA,Chemical tanker,2020-04-29,2021-06-30,4.26
9688415,HAFNIA ANDREA,Oil tanker,2020-04-30,2021-06-30,4.09
9688647,SEABONI,Bulk carrier,2020-04-30,2021-06-30,3.99
9689897,STRATEGIC HARMONY,Bulk carrier,2020-06-23,2021-06-30,4.49
9689926,CORSAIR,Gas carrier,2020-04-27,2021-06-30,5.89
9690078,UBENA,Container ship,2020-04-23,2021-06-30,15.03
9690080,ULANGA,Container ship,2020-04-23,2021-06-30,15.03
9690535,HERMES LEADER,Vehicle carrier,2020-03-24,2021-06-30,15.46
9690808,STI SLOANE,Oil tanker,2020-04-30,2021-06-30,3.08
9691929,LINDA OLDENDORFF,Bulk carrier,2020-06-19,2021-06-30,2.24
9691943,LEOPOLD OLDENDORFF,Bulk carrier,2020-03-25,2021-06-30,2.24
9692363,SILVER MILLIE,Chemical tanker,2020-09-07,2021-06-30,4.37
9692698,ALWINE OLDENDORFF,Bulk carrier,2020-06-19,2021-06-30,3.71
9693161,SK AUDACE,LNG carrier,2020-10-03,2021-06-30,4.84
9693173,SK RESOLUTE,LNG carrier,2020-10-03,2021-06-30,4.83
9693202,COMMON HORIZON,Bulk carrier,2020-04-05,2021-06-30,3.98
9693422,FRATERNELLE,Bulk carrier,2020-05-15,2021-06-30,3.58
9693812,SONGA FORTUNE,Chemical tanker,2020-04-30,2021-06-30,4.67
9693824,SONGA PRIDE,Chemical tanker,2020-04-30,2021-06-30,4.67
9695121,CSCL GLOBE,Container ship,2020-04-21,2021-06-30,7.9
9695133,CSCL PACIFIC OCEAN,Container ship,2020-04-30,2021-06-30,7.89
9695157,CSCL INDIAN OCEAN,Container ship,2020-04-21,2021-06-30,7.89
9696096,IOANNIS,Bulk carrier,2020-03-25,2021-06-30,2.54
9696424,LETO,Bulk carrier,2020-12-05,2021-06-30,3.93
9696436,MENELAOS,Bulk carrier,2020-12-05,2021-06-30,3.9
9697026,MAERSK BAHAMAS,Container ship,2020-06-17,2021-06-30,12.05
9697234,MARLIN AMETRINE,Chemical tanker,2020-07-31,2021-06-30,4.72
9697325,TIN ZIREN,General cargo ship,2020-04-19,2021-06-30,10.2
9697337,TIMGAD,General cargo ship,2020-10-04,2021-06-30,10.2
9697428,DALI,Container ship,2020-04-30,2021-06-30,9.7
9697648,SAINT ALBANS BAY,Oil tanker,2020-04-28,2021-06-30,4.32
9697894,DAIWAN ELEGANCE,Bulk carrier,2020-04-30,2021-06-30,5.67
9697959,IKAN KERAPU,Bulk carrier,2020-04-30,2021-06-30,3.7
9697961,CARME,Bulk carrier,2020-03-05,2021-06-30,5.4
9698202,V DUE,Bulk carrier,2020-04-21,2021-06-30,6.3
9698214,V UNO,Bulk carrier,2020-04-21,2021-06-30,6.29
9698226,TROODOS AIR,Bulk carrier,2020-04-24,2021-06-30,3.41
9698252,WIDE INDIA,Container ship,2020-06-05,2021-06-30,10.53
9698355,EPIC BELL,Gas carrier,2020-06-19,2021-06-30,21.0
9698367,EPIC BIRD,Gas carrier,2020-06-19,2021-06-30,20.6
9698587,HAMBURG EAGLE,Bulk carrier,2020-04-21,2021-06-30,3.86
9698771,COSFLYING LAKE,Oil tanker,2020-04-28,2021-06-30,2.16
9698977,GENCO RESOLUTE,Bulk carrier,2020-08-05,2021-06-30,2.46
9699361,NAUTICAL LUCIA,Bulk carrier,2020-03-05,2021-06-30,3.92
9700017,WESTERN PANAMA,Bulk carrier,2020-04-14,2021-06-30,4.63
9700055,SBI JAGUAR,Bulk carrier,2020-04-30,2021-06-30,3.86
9700122,ARABELLA,Bulk carrier,2020-04-29,2021-06-30,3.85
9700483,ATHLOS,Chemical tanker,2020-04-29,2021-06-30,4.32
9700562,LAVIEEN ROSE,Bulk carrier,2020-04-20,2021-06-30,4.98
9700926,IVS KESTREL,Bulk carrier,2020-04-03,2021-06-30,5.84
9701009,IVS THANDA,Bulk carrier,2020-04-03,2021-06-30,5.28
9701372,ALEXIA,Bulk carrier,2020-04-29,2021-06-30,3.78
9701786,BW ARIES,Gas carrier,2020-04-30,2021-06-30,5.92
9701920,SPAR ARIES,Bulk carrier,2020-04-28,2021-06-30,3.89
9701932,SPAR PYXIS,Bulk carrier,2020-03-04,2021-06-30,3.89
9702209,JANE S,Chemical tanker,2020-04-23,2021-06-30,4.07
9702778,ULTRA COUGAR,Bulk carrier,2020-04-05,2021-06-30,3.53
9703007,BW GEMINI,Gas carrier,2020-04-30,2021-06-30,5.89
9703019,BW LEO,Gas carrier,2020-04-30,2021-06-30,5.83
9703239,MARAN VENTURE,Bulk carrier,2020-04-29,2021-06-30,2.53
9703241,MARAN EXCELLENCE,Bulk carrier,2020-04-29,2021-06-30,2.44
9703423,WESTERN PARIS,Bulk carrier,2020-04-04,2021-06-30,4.58
9703825,BEN RINNES,Bulk carrier,2020-04-22,2021-06-30,5.08
9704453,STI BLACK HAWK,Oil tanker,2020-04-30,2021-06-30,4.52
9704647,YM WARMTH,Container ship,2020-04-30,2021-06-30,9.46
9704843,SBI THALIA,Bulk carrier,2020-04-30,2021-06-30,3.97
9704960,MSC LILY,Container ship,2020-01-05,2021-06-30,11.34
9705055,CMA CGM LITANI,Container ship,2020-06-23,2021-06-30,11.1
9705158,SBI LYRA,Bulk carrier,2020-04-29,2021-06-30,3.86
9705316,SBI HYDRA,Bulk carrier,2020-04-29,2021-06-30,3.91
9705330,SBI ORION,Bulk carrier,2020-04-30,2021-06-30,3.97
9705354,JAG ARNAV,Bulk carrier,2020-01-05,2021-06-30,3.5
9705641,MUREX,LNG carrier,2020-03-29,2021-06-30,3.17
